id	surface	gloss	level
73143	실은	In reality, to tell the truth	C
73154	실장	boss,president	C
73171	실정	The actual situation	C
73173	실제	The truth, a fact	C
73175	실제로	In reality	C
73223	실질적	substantial,essential	C
73227	실천	Practice	C
73233	실천하다	To practice, put in theory	C
73234	실체	substance,essence	C
73249	실컷	To one's satisfaction	C
73256	실태	The actual conditions,reality	C
73261	실패	Failure	B
73266	실패하다	To fail	B
73282	실험	An experiment,test	C
73304	실현	realization,materialization	C
73305	실현되다	To realize,bring to fruition	C
73308	실현하다	To realize,bring to fruition	C
73321	싫다	To not like, to hate	A
73324	싫어지다	To become distasteful	B
73327	싫어하다	To dislike, be reluctant (to do)	A
73342	심각하다	seriousness,gravity	B
73343	심각해지다	To become serious	C
73364	심다	plant,sow (a tree)	B
73389	심리	A mental state	B
73399	심리적	Psychological	C
73443	심부름	Errand	B
73451	심사	judgment,examination	C
73518	심심하다	to be bored	C
73550	심장	The heart	C
73601	심정	one's heart, one's feelings	C
73622	심판	referencing,umpireship	C
73642	심하다	To be extreme,intense	B
73649	심해지다	Become deep and serious	B
73659	십	10	A
73694	십이월	December	A
73704	십일월	November	A
73754	싱겁다	Taste flat, have no flavor	B
73764	싱싱하다	Be fresh, full of life; (food) crispy, fresh	C
73773	싶다	want,hope	A
73774	싶어지다	To come to want	C
73780	싸구려	cheap,inferior (a bargain)	C
73793	싸다	Wrap in, bundle	B
73794	싸다	Be inexpensive	A
73806	싸우다	To fight	A
73807	싸움	A fight	B
73832	싹	A bud,sprout	C
73845	싼값	A low price	C
73846	쌀	Uncooked rice	B
73860	쌍	A pair,couple	C
73879	쌍둥이	Twins	C
73941	쌓다	To pile up	B
73950	쌓이다	Be piled/heaped up	B
73973	썩	Very much, greatly	C
73974	썩다	Go bad, rot	B
73981	썰다	Chip, mince,dice	B
73983	썰렁하다	chilly,feel cold	C
73994	쏘다	(1) To shoot  (2) to sting, bite (an insect, animal)	B
74008	쏟다	To pour .  붓다	B
74013	쏟아지다	To pour out	B
74057	쓰다	To write	A
74058	쓰다	To wear (a hat)	A
74059	쓰다	Take (medicine)	A
74060	쓰다	Bitter (vegetables)	B
74062	쓰다듬다	to stroke one's beard	C
74066	쓰러지다	Fall, collapse	C
74068	쓰레기	Garbage	A
74095	쓰레기통	garbage can	B
74101	쓰이다	Be writted	B
74102	쓰이다	To be used, to be utilized/employed	C
74110	쓴맛	A bitter flavor	C
74114	쓸다	brush, sweep perhaps lightly  (2) a disease/disaster spreads far and wide	C
74132	쓸데없다	To be useless	C
74133	쓸데없이	To have no use	C
74164	쓸쓸하다	to be lonely,lonesome	C
74183	씌우다	Put a hat on somebody	C
74187	씨	Seeds (sow)	B
74188	씨	~ Mr.	A
74206	씨름	Wrestling	B
74219	씨앗	Seeds	C
74234	씩씩하다	Be brave,valiantl; to be vigorous	B
74240	씹다	To chew (2) to speak badly of	B
74250	씻기다	To be carried away, washed away	C
74251	씻기다	wash,be washed	C
74252	씻다	To wash,cleanse	A
74263	아	Oh dear	A
74281	아가씨	Mis, young lady	B
74320	아기	baby,infant	A
74325	아까	A little while ago	B
74335	아깝다	regrettable,pitiful	C
74336	아끼다	grudge,spare	C
74349	아나운서	Announcer	B
74363	아내	Wife	A
74374	아냐	No, that's not the case	C
74381	아뇨	No, nay	B
74394	아니	No!	B
74395	아니	Not	A
74402	아니다	To not be	A
74409	아니야	No, that's not the case	B
74411	아니요	No, that's not the case	A
74414	아니하다	To be/do not	C
74452	아드님	Your esteemed son	C
74462	아들	son,baby	A
74515	아래	The bottom, the lower part	A
74540	아래쪽	The lower part, the bottom	B
74546	아래층	lower floor, downstairs	B
74559	아랫사람	Subordinate	C
74599	아르바이트	Part time	C
74636	아름답다	To be beautiful	A
74657	아마	Probably	A
74663	아마도	Probably	B
74760	아무	anybody,everybody	A
74767	아무개	Mr. so-and-so	C
74768	아무것	Anything	B
74782	아무래도	Never on any account, no matter what	B
74786	아무런	No sort of	C
74789	아무렇지 않다	To be indifferent, casually	B
74792	아무리	However much	B
74803	아무튼	In any case	B
74838	아버님	Father (respectful word)	B
74839	아버지	Father	A
74876	아빠	Dad	A
74917	아쉬움	Sense of missing, a sad, lingering regret	C
74918	아쉽다	To miss, feel the loss of	C
74936	아스팔트	Asphalt	C
74950	아시아	Asia	D
74971	아아	Oh-oh!	B
75000	아예	From the very first, from the very beginning	C
75017	아울러	And, both together; furthermore	C
75032	아유	Good heavens!	C
75033	아이	Oh my god!	B
75034	아이	Child	A
75037	아이고	Oh my god!	B
75046	아이디어	Idea	C
75080	아이스크림	Ice cream	A
75121	아저씨	Sir, calling an unknown male	A
75132	아주	Extremely	A
75184	아주머니	An aunt, a respectable word for a married, older woman	A
75192	아줌마	Old or married lady	A
75202	아직	Still	A
75272	아침	Morning	A
75362	아파트	Apartment	A
75389	아프다	To hurt	A
75392	아프리카	Africa	B
75444	아픔	Pain	B
75447	아하	Dear me!  Goodness!	C
75454	아홉	Nine	A
75460	아흔	Ninety	A
75474	악기	Musical instrument	B
75534	악몽	Nightmare	C
75569	악수	Handshake	B
75677	-안	inside (a house, etc.)	A
75678	안	A plan,proposal,suggestion	C
75679	안	~ not ~ + VERB	A
75694	안개	Fog	C
75727	안경	Glasses	A
75741	안과	Ophthalmology	C
75757	안기다	(1) To fix on a person, lay the blame on a person  <br>(2) to throw onto sb, to pass onto sb, to pawn off onto sb, to hand over to sb	C
75758	안기다	to be embraced by sb (in their arms)	C
75763	안내	Guidance, conducting	C
75786	안내하다	To lead the way	B
75788	안녕	hello/goodbye	A
75790	안녕하다	To say hello	A
75793	안녕히	peacefully	A
75796	안다	To hold, embrace	A
75830	안동	간고등어 fish common in this city, ANDONG	D
75832	안되다	To refuse to accept	B
75833	안되다	Must not, should not	A
75877	안방	living room, sitting room; inner room	B
75884	안부	safety,welfare	C
75928	안심하다	security,assuredness,relief	C
75972	안전	Safety	B
76016	안전하다	To be safe	B
76033	안정	Stability	C
76041	안정되다	To be stable	C
76059	안주	appetizers for alcohol	B
76069	안쪽	The inside, the inner part	B
76091	안타깝다	To be heart-breaking	B
76117	안팎	The interior and exterior, both sides ; from every direction	C
76126	앉다	To sit down	A
76134	앉히다	To place a person in a seat (causative of 앉다) 않게 하다	C
76137	않다	To not be, to not do	A
76140	알	An egg, spawn (fish)	B
76172	알다	To know	A
76220	알려지다	To become known	B
76233	알루미늄	Aluminum	C
76240	알리다	To inform, tell about, to make known	B
76253	알맞다	To fit, be fitting, suitable	B
76283	알아내다	To find out (e.g. the answer)	C
76284	알아듣다	To listen and comprehend	B
76286	알아보다	To investigate, examine, search; to find something out	C
76290	알아주다	acknowledge,recognize, appreciate	C
76336	알코올	Alcohol	C
76426	앓다	To be ill, sick with sth	B
76427	암	Cancer	B
76536	암시	A hint, suggestion	C
76597	암컷	A female,a she (opp. 수컷)	C
76662	압력	pressure,stress	C
76836	앞	In front of, before	A
76842	앞길	The road ahead, outlook	B
76844	앞날	The futre, the days ahead	C
76861	앞두다	Have a distance ahead	C
76862	앞뒤	Before and behind	B
76874	앞문	the front gate	C
76875	앞바다	the offing sea	C
76879	앞서	Before, previously 2) in anticipation,beforehand	C
76881	앞서다	To go before, precede	B
76888	앞세우다	to be in front, place in front	C
76906	앞장서다	To be in the lead/ at the head	C
76911	앞쪽	The front, the fore part	B
76916	애	A baby, or a slightly derogative word for person	B
76917	애	Troubles, worries	C
77045	애쓰다	Make efforts/pains to do sth	C
77075	애인	A lover	B
77083	애정	Love for a person, affection	C
77109	애초	the first, the beginning	C
77165	액세서리	Accessory	B
77169	액수	A sum, an amount	C
77210	앨범	Album	C
77251	야	(Word to get somebody's attention) Hey!! (2) impolite speech for 이다, to be	B
77256	야간	The night time	C
77304	야구	Baseball	A
77309	야구장	Baseball field	C
77330	야단	A clamro, uproar 2) a scolding	C
77449	야옹	Mewing, meowing	C
77451	야외	The fields, the outskirts	B
77522	야채	Vegetables	B
77542	야하다	To be gaudy,garish	C
77564	약	About, approximately	B
77565	약	Medicine	A
77566	약	Get angry,take offense	C
77572	약간	Some, a little	B
77581	약국	Pharmacy	A
77639	약속	A promise	A
77649	약속하다	To make a promise	A
77652	약수	Medicinal water, mineral water	C
77695	약점	A weak point, a vulnerable point	C
77732	약품	Medicines, medical supplies	C
77736	약하다	To be weak	B
77742	약해지다	To become weak	C
77751	약혼녀	A girl who is engaged	C
77755	약혼자	A fiance, an engaged person	C
77776	얄밉다	Be offensive, mean	C
77804	얇다	To be thin	B
77812	양	Both, two	C
77813	양	Miss ~	C
77814	양	A sheep, ram	C
77815	양	quantity,volume	B
77861	양국	Both countries	C
77897	양념	Spices and condiments	B
77948	양력	The solar calendar	C
77966	양말	A sock	A
78007	양배추	Cabbage	B
78015	양보	concession,compromise	C
78017	양보하다	To make a concession, recede	B
78018	양복	Western European style clothing	A
78053	양상추	Lettuce	C
78104	양식	raising,farming,culture	C
78105	양식	A mode, a style, an order, amodality	C
78118	양심	Conscience	C
78143	양옆	On both sides	C
78227	양주	Foreign wine/liquors	C
78241	양쪽	Both sides	B
78324	양파	An onion	B
78362	얕다	To be shallow, superficial	B
78382	얘	Yes.	C
78383	얘	Sonny, you there	B
78384	얘기	Story	A
78386	얘기하다	To tell a story	A
78388	어	Oh, well, why	A
78411	어기다	Run counter to, go against	C
78417	어깨	Shoulder	A
78447	어느	Some, a certain	A
78468	어느덧	Before one knows it	C
78472	어느새	In no time, quickly	B
78498	어두워지다	become/get dark	B
78512	어둠	Darkness	B
78518	어둡다	To be dark, dim, gloomy	B
78522	어디	Where?	A
78549	어때	What do you think?	B
78550	어떠하다	To be how	A
78551	어떡하다	To take some measures, to manage somehow	B
78552	어떤	What kind of, what sort of	A
78557	어떻다	how,what.. do you think of	A
78568	어려움	difficulty,hardship	B
78569	어려워지다	To become difficult	C
78576	어렵다	To be hard, difficult	A
78607	어른	A man, an adult; a superior or elder; (honorific) your father	A
78617	어리다	one's eyes dim with tears	B
78618	어리다	To be very young, juvenile	B
78631	어리석다	juvenile,foolish	C
78660	어린아이	A youngster, a child	B
78664	어린애	A youngster, a child	B
78668	어린이	A youngster, a child	A
78674	어린이날	Children's Day (may 5th)	B
78705	어머	Oh my god!	B
78710	어머니	Mom	A
78723	어머님	Mother (respectful word)	B
78767	어색하다	To be awkward, shy with words, speechless	B
78771	어서	Quickly 2) kindly	A
78841	어울리다	To be becoming, suiting	B
78898	어저께	Yesterday	C
78906	어제	Yesterday	A
78908	어젯밤	Last night	B
78934	어지럽다	To be dizzy  2) to be in chaos, disorganized	C
78948	어째서	For what reason, why is that	C
78949	어쨌든	In any case, anyhow	C
78951	어쩌다	By chance, accident	B
78952	어쩌다가	By chance, accident ; sometimes	C
78953	어쩌면	(1) it is possible that 아마도 2) how on earth, how the hell	B
78954	어쩐지	(1) somehow, in a strange way ; (2) in combination with an ending giving a reason to place stress on the action of the verb	B
78961	어쩜	Well, I guess that, is extremely.....	C
78962	어찌	How, in what way, by what means	C
78963	어찌나	extremely,quite,awfully	C
78964	어찌하다	Be subject to an attack of vertigo (figuratively), to not know what the hell is going on or what to do.	C
79027	억	One hundred million	B
79069	억울하다	To be regrettable, disappointing	C
79151	언니	Older sister	A
79155	언덕	A hill	C
79164	언론	A speech, discussion	C
79190	언어	language,speech	C
79243	언제	when,at what time	A
79245	언제나	everytime,always	A
79255	언젠가	One of these days, at some time in the future	B
79276	얹다	Put on, place, lay, set	B
79288	얻다	Get, obtain	B
79290	얻어먹다	Go about begging	C
79302	얼굴	Face	A
79346	얼다	Freeze, be frozen	B
79398	얼른	Fast, quickly, rapidly	B
79400	얼리다	Freeze, make ice	C
79401	얼마	How many, how much	A
79405	얼마간	some, somewhat	C
79406	얼마나	How many, how much ;  very	A
79441	얼음	Ice	B
79475	얼핏	at a momentary glance <i>or</i> intermittently appearing (e.g. catch a fleeting glimpse of)	C
79495	엄격하다	To be strict, serious	C
79505	엄마	Mamma	A
79528	엄숙하다	Seriousness, solemnity ; being grave, serious	C
79555	엄청나다	To be absurd,wild,terribly large	C
79574	업다	To carry on one's back, to shoulder sth	C
79575	업무	Buisness, duty	B
79598	업종	Types of industry	C
79600	업체	A business enterprise	C
79602	없다	Do not exist, absent	A
79603	없애다	Remove, get rid of, do away with	B
79612	없어지다	To lose, get lost	B
79617	없이	Without	B
79620	엇갈리다	Cross, miss eachother	C
79648	엉덩이	The buttocks	C
79653	엉뚱하다	Be extraordinary, extravagant ; to misdirect somebody`s attention	B
79654	엉망	A mess, in bad shape	C
79684	엉터리	Fake, sham	C
79693	엊그제	The day before yesterday, a few days ago	B
79699	엎드리다	Prostrate oneself, lie on the ground	C
79711	에	at/in/on	C
79966	에너지	Energy	B
80119	에어컨	Air conditioner	A
80243	엔	Yen (japanese)	B
80252	엔진	Engine	C
80282	엘리베이터	Elevator	B
80319	여	A woman, a girl	B
80323	여가	leisure,spare time	C
80330	여간	just, a little.  여간 ~지 않다 means very very ~다	C
80338	여건	A postulate, a given condition	C
80340	여겨지다	To look, appear, think of sth as	C
80352	여고생	Female high school student	B
80370	여관	A hotel, an inn	B
80383	여군	A woman soldier	C
80384	여권	A passport	A
80394	여기	here	A
80397	여기다	Think, consider as; to think, consider/estimate sth as sth else	C
80403	여기저기	Here and there	B
80425	여대생	Female college student	B
80426	여덟	Eight	A
80430	여동생	Younger sister	A
80435	여든	Eighty	A
80438	여러	many,various	A
80460	여러분	You (plural, to address a group at speech time)	A
80464	여럿	many,many people	C
80472	여론	Public opinion, public sentiment towards sth	C
80488	여름	summer,summertime	A
80500	여름철	Summertime	B
80532	여보	Spouse (term of affection)	B
80534	여보세요	Telephone HELLO	A
80559	여섯	Six	A
80562	여성	Female	B
80678	여왕	Queen	C
80692	여우	Fox	B
80718	여유	reserve,surplus	B
80737	여인	beauty,belle	C
80749	여자	woman,female	A
80897	여전하다	Be unchanged, the same as before	C
80898	여전히	As it used to be, as before ; still, persistently, even still	C
80922	여직원	Female employee	B
80925	여쭈다	Tell a superior, inform	B
80959	여학생	Female student	A
80967	여행	Trip	A
80977	여행사	a travel agency	B
80990	여행하다	To travel	A
81003	역	A part, a role	C
81004	역	A railroad station/depot	A
81100	역사	History	A
81104	역사가	Historian	B
81107	역사상	In history	C
81116	역사적	Historical	B
81128	역사학	The study of history	C
81168	역시	As expected, likewise	B
81261	역할	A part, a role	B
81289	연간	For a year	C
81301	연결	Connection, linking	C
81310	연결되다	Connect, attach	B
81325	연결하다	Connect, attach	B
81355	연관	a connection, a grouping together, relationships	C
81362	연구	Research	B
81390	연구소	A reasearch institute	B
81392	연구실	A laboratory	C
81402	연구원	Researcher	C
81403	연구자	Researcher	B
81407	연구하다	To research, investigate	B
81412	연극	drama,a play	C
81454	연기	postponement,deferment	C
81455	연기	Smoke, fume	B
81456	연기	performance,acting	B
81462	연기되다	To be put off, postponed	C
81470	연기자	A performer, an actor	C
81472	연기하다	To be put off, postponed	C
81522	연두색	Light green	C
81527	연락	Connection, communication	C
81537	연락처	a way to make contact (usually means a phone number)	B
81538	연락하다	To contact, get in touch with	B
81541	연령	Age, years of age	C
81577	연말	The end, close of the year	B
81668	연상하다	An association of ideas	C
81677	연설	A public speech	C
81699	연세	Age, years of age	B
81716	연속	continuity,succession	C
81771	연습	practice,exercise	A
81793	연습하다	To practice,exercise	A
81811	연애	Love, tender, passion	C
81851	연예인	A performer, an entertainer	C
81869	연인	A sweetheart	C
81880	연장	Extension, prolongation	C
81920	연주	A musical performance	C
81979	연출	Production, presentation	C
81990	연출하다	Produce, present (a play)	C
82015	연필	Pencil	A
82027	연하다	Tender, soft, mild	B
82031	연합	Combination, federacy, union	C
82073	연휴	Consecutive holidays	B
82077	열	Heat	B
82079	열	Ten	A
82119	열기	Heat, hot air	C
82127	열다	Open	A
82165	열리다	Open, be opened, be unlocked	B
82166	열리다	To bear fruit	B
82175	열매	Fruit	C
82230	열쇠	Lock	A
82240	열심히	Enthusiastically,with zeal	A
82303	열정	Passion	C
82311	열중하다	to have enthusiasm, zeal	C
82313	열차	Train	B
82352	열흘	Ten days, 10 days	B
82361	엷다	Be thin, light	C
82380	염려	anxiety,worry, esp. about the future	C
82382	염려하다	To worry, be anxious about	B
82522	엽서	A postcard	B
82551	엿보다	Wait for an opportunity	C
82557	영	Really, totally	C
82613	영국	England	A
82782	영남	The southeastern part of Korea	C
82850	영상	Above zero	B
82851	영상	An image [picture], reflection (moving pictures, movies)	C
82904	영양	Nutrition	C
82940	영어	The english language	A
82956	영업	sales; business, doing business	C
82969	영역	a/the territory	C
82983	영웅	A hero, a great man	C
83007	영원하다	To be eternal	B
83009	영원히	Forever	B
83072	영하	Below zero	B
83077	영향	Influence, consequences	C
83079	영향력	Influence, power to influence	C
83086	영혼	A soul, a spirit	C
83095	영화	A movie	A
83124	영화관	Movie theater	C
83129	영화배우	movie actor, movie stars	C
83141	영화제	Movie festival	C
83157	옆	Next to	A
83159	옆구리	The side, the flank	C
83167	옆방	the adjoining room	B
83184	옆집	The house next door	B
83186	예	Old days, days gone by	C
83187	예	Example	B
83188	예	Yes, certainly, right	A
83189	예감	A presentiment, a premonition	C
83214	예고하다	Warn, give advance notice	C
83218	예금	Deposit money	B
83265	예매하다	to make an advance purchase	B
83285	예방	Prevention, protection	C
83291	예방하다	To protect, prevent, fend off	C
83313	예보	forecast,predict	C
83327	예비	Preparation, putting sth in reserve	C
83350	예쁘다	Pretty, lovely	A
83370	예산	An estimate of expenses, the budget	C
83376	예상	Expectation, anticipation; forecast, preconception, prenotion	B
83380	예상되다	To expect, anticipate	C
83386	예상하다	To expect, anticipate	C
83387	예선	A preliminary match/election	C
83411	예순	Sixty yrs old	A
83412	예술	Art, an art, the arts	B
83416	예술가	An artist	B
83435	예술적	Artistic	C
83452	예습	Preparation of lessons	C
83453	예습하다	To prepare lessons, rehearse	C
83462	예식장	A ceremony hall	C
83464	예약	Pre-engagement, reservation	B
83471	예약하다	To book in advance, pledge	C
83495	예외	An exception	C
83501	예의	Courtesy, politeness	C
83521	예전	Old days, former days	B
83522	예절	propriety,decorum	B
83534	예정	A program, schedule	B
83540	예정되다	Make a program, set a schedule	C
83573	예측하다	To predict, forecast	C
83577	예컨대	For example, such as	C
83595	옛	Old, ancient	B
83615	옛날	Ancient times, antiquity	A
83625	옛날이야기	An old story	B
83634	오	Oh, ah!	B
83635	오	Five	A
83636	오가다	Come and go, keep going and coming	B
83669	오늘	Today	A
83670	오늘날	These days, nowadays	B
83681	오다	To come	A
83716	오락	Entertainment	C
83730	오래	Long, for a long time	A
83750	오래간만	after a long time	A
83755	오래도록	For long, a long while	B
83756	오래되다	to last for a long time	B
83759	오래전	a long time ago	B
83760	오랜	for a long time	B
83764	오랜만	after a long time	A
83766	오랫동안	For a long time	B
83773	오렌지	Orange	A
83794	오로지	Only, solely, exclusively	C
83809	오르내리다	Go up and down, rise and fall	C
83810	오르다	Go up, climb, ascend	A
83827	오른발	The right foot	B
83828	오른손	The right hand	B
83831	오른쪽	The right side	A
83840	오리	Duck	B
83920	오븐	Oven	B
83929	오빠	Older brother	A
84014	오십	Fifty	A
84048	오염	Contamination, pollution	C
84055	오염되다	To be polluted, contaminated	C
84078	오월	May	A
84087	오이	Cucumber	B
84114	오전	Morning	A
84151	오직	Only, merely, solely	B
84155	오징어	Cuttlefish, squid	B
84206	오페라	An opera	C
84226	오피스텔	Office hotel (studio apt)	B
84234	오해	a misunderstanding	C
84247	오후	The afternoon	A
84252	오히려	Rather,preferably	C
84285	옥상	On the roof	C
84306	옥수수	Corn	B
84359	온	All, whole, entire	B
84361	온갖	All kinds, all sorts	C
84386	온도	Temperature	B
84406	온돌	The korean under-floor heating system	C
84408	온라인	Online	C
84410	온몸	The whole body	B
84466	온종일	All day long, the whole day	C
84478	온통	Wholly, entirely	B
84495	올	This year	C
84497	올	Coming (year, week)	C
84507	올라가다	To go up, ascend	A
84510	올라서다	Stand up	C
84511	올라오다	Come up	B
84512	올라타다	Board (a plane), get into	C
84519	올려놓다	Put a thing on a place	B
84520	올려다보다	Look up	C
84525	올리다	Raise, lift up	C
84544	올림픽	Olympic	B
84548	올바르다	Be honest, straightforward	C
84553	올여름	This summer	C
84570	올해	This year	A
84583	옮기다	Move, transfer (2)(sickness) communicate, transfer to	B
84590	옳다	To be right, correct	B
84604	옷	Clothes	A
84631	옷차림	Dress, one's way of dressing	C
84672	와	and	B
84742	와이셔츠	A white dress shirt	C
84749	와인	Wine	B
84848	완벽하다	Perfect	B
84859	완성	completion,accomplishment	C
84861	완성되다	To be accomplished	C
84867	완성하다	To accomplish, to end successfully	C
84882	완전	Perfection, completeness	C
84925	완전하다	To be perfect and faultless	C
84929	완전히	completely,perfectly	B
84990	왕	King	B
85063	왕비	Queen	C
85102	왕자	Prince	C
85142	왜	Why?	A
85161	왜냐하면	Because	A
85188	왠지	I don't know why, there is no reason for it	B
85190	외	Except, save for	B
85200	외갓집	one's mother's maiden home	C
85214	외과	Surgery	C
85228	외교	Diplomacy	B
85232	외교관	A diplomat	B
85246	외국	A foreign country	A
85257	외국어	A foreign language; sometimes, only means English	A
85260	외국인	A foreigner, a foreign national	A
85281	외다	To repeat back (an order)	C
85308	외로움	Loneliness	C
85309	외롭다	To be lonely, lonesome	B
85320	외면하다	to neglect, to disregard	C
85324	외모	Outward appearance	C
85345	외부	The exterior, the outside; a barbican	C
85365	외삼촌	An uncle on one's mother's side	B
85417	외아들	The only son	C
85441	외우다	Recite from memory	B
85471	외제	Of foreign manufacture	C
85494	외출	Going out, an outing	B
85497	외출하다	To go out (of doors)	B
85501	외치다	To shout,scream	C
85502	외침	A shout, a cry	C
85520	외할머니	A maternal grandmother	B
85521	외할아버지	A maternal grandfather	C
85544	왼발	The right foot	B
85546	왼손	The right hand	B
85551	왼쪽	The left side	A
85556	요	Right near at hand	C
85585	요구	A demand, claim, request	C
85587	요구되다	To be requested, claimed	C
85599	요구하다	To demand,claim,request	B
85604	요금	A rate, a fare	B
85664	요리	Cooking	A
85677	요리사	A chef, a cook	C
85697	요리하다	To cook (food)	A
85730	요새	recently,lately	B
85773	요약하다	summary,condense,abridge	C
85808	요일	A day of the week not the weekend	A
85837	요즈음	Recently, nowadays	A
85841	요즘	Recently, nowadays	A
85852	요청	a request,demand,claim	B
85854	요청하다	To ask for, to request	C
85893	욕	An insult	C
85913	욕실	A bathroom,a bath	B
85915	욕심	Greed, selfishness	B
85955	욕하다	To insult, to say bad words	C
85959	용	A dragon	C
85972	용감하다	To be brave, courageous	C
85990	용기	A container, a vessel for food	C
85991	용기	Bravery	C
86004	용도	"use,service, ""what are the uses of"" sth"	C
86005	용돈	Pocket money, money for expenses	B
86050	용서	pardon,forgiveness	C
86063	용서하다	To pardon, to forgive	C
86102	용어	Technical terminology	C
86326	우려	to have a lot of worry,anxiety,fear	C
86349	우리	we,our	A
86353	우리나라	Korea	D
86355	우리말	Korean (language)	B
86416	우산	An umbrealla	A
86446	우선	First of all, before everything	B
86480	우수하다	to be superior,excellent	B
86501	우습다	To be funny, amusing	C
86502	우승	First place	B
86515	우승하다	To take first place	B
86521	우아하다	To be elegant,refined	C
86551	우연히	accidentally,by chance	B
86562	우울하다	To be melancholy, gloomy, depressed	B
86570	우유	Milk	A
86623	우정	Feeling of friendship	C
86632	우주	The universe	C
86740	우체국	A post office	A
86761	우편	post,mail	C
86801	우표	A postage stamp	B
86849	운	Fortune, luck, fate	B
86865	운동	Motion, movement	A
86893	운동복	Exercise clothes	B
86902	운동장	Stadium, playground	A
86906	운동하다	To do exercise	A
86910	운동화	Sports shoes	A
86920	운명	fate,fortune	C
86952	운반	conveyance,transport (2) deposition by water or wind	C
87014	운영하다	to manage,administer	C
87053	운전	Driving	A
87059	운전기사	The driver	B
87063	운전사	The driver (of a taxi)	C
87074	운전자	The driver, the operator	B
87077	운전하다	To drive	A
87110	운행	movement,revolution	C
87121	울다	To cry, weep	A
87138	울리다	To ring (a bell) ; to create an echo effect	B
87139	울리다	To make (a baby) cry	C
87152	울산	Ulsan, home of hyundai car company and hyundai shipbuilding in kyungsamnamdo	D
87157	울음	crying,weeping	B
87159	울음소리	Sound of crying	C
87197	움직이다	To move, stir	B
87204	움직임	movement,motion,activity	C
87245	웃기다	To be funny	B
87248	웃다	To laugh, smile	A
87253	웃어른	one's elders	B
87258	웃음	Laughter, a smile	B
87264	웃음소리	The sound of laughing	C
87301	워낙	By nature, primarily, by constitution	C
87312	원	Goodness! Gracious!	C
87313	원	A circle	C
87314	원	A unit of south korean  money, KRW	A
87336	원고	A manuscript	C
87411	원래	originally,primarily	B
87528	원서	An application, a written request	C
87549	원숭이	A monkey	B
87621	원인	A cause,a factor	C
87696	원장	The chief/head (of a 학원)	C
87797	원피스	(one-piece) a dress	B
87799	원하다	To want	B
87850	월	A month	A
87883	월급	Monthly salary	B
87894	월드컵	World cup	B
87935	월세	Monthly rent	C
87939	월요일	Monday	A
87977	웨이터	Waiter	B
87992	웬	What sort of, what kind of	C
87994	웬만하다	To be just only barely passable, fairly good	C
87996	웬일	What cause, what reason	B
88000	위	The upper part, above	A
88001	위	Position, grade, rank	C
88002	위	The stomach	C
88033	위기	A crisis,an emergency situation	C
88054	위대하다	To be great,mighty,grand	C
88068	위로	consolation,solace	C
88089	위로하다	To console, soothe somebody	C
88103	위반	Violation, infringment	B
88107	위반하다	To violate (the law)	C
88111	위법	illegality,a breach of the law	C
88161	위성	A satellite	C
88176	위아래	Up and down	B
88218	위원	A member of a committee	C
88222	위원장	A chairman of a committee	C
88272	위주	Put first in importance ; -oriented, -centered, for the purpose of	C
88279	위쪽	The upper direction	B
88294	위층	the upper floor, upstairs	B
88296	위치	A position, a location	B
88303	위치하다	To be located	B
88331	위하다	To do for the sake of	B
88340	위험	Danger	A
88351	위험성	riskiness,jeapordy	C
88365	위험하다	To be dangerous	A
88368	위협	Menace, threat, intimidation withthe goal of getting sb to do sth	C
88399	윗몸	The upper body	C
88400	윗사람	A superior, one's older somebody	C
88466	유교	Confucianism	B
88508	유난히	uncommon,exceptional	B
88523	유능하다	To be competent,talented	C
88637	유럽	Europe	B
88696	유리	A glass pane	B
88724	유리창	A window which uses glass	B
88730	유리하다	To be profitable, favorable	C
88749	유머	Humor	C
88753	유명	fame,celebrity status	B
88759	유명하다	To be famous	A
88781	유물	A relic, cultural remains	C
88802	유발하다	To induce, bring about, cause	C
88861	유사하다	To be similar, to resemble	C
88862	유산	An inheritence, property left behind	C
89023	유월	June	A
89045	유의하다	To bear in mind, be heedful of	C
89092	유적	Remains, relics,ruins	C
89093	유적지	Place where remains/cultural-historical remnants are	C
89162	유지되다	To be maintained, preserved	C
89169	유지하다	To preserve, maintain	C
89215	유치원	Kindergarten	B
89272	유학	Confucianism	B
89273	유학	Studying abroad	B
89274	유학생	A foreign student	B
89296	유행	Fashion, vogue	B
89307	유행하다	To be in fashion, to be popular	B
89317	유형	A similar type	C
89371	육	The number six	A
89394	육군	The army	C
89449	육상	On land, on the ground; track events	C
89472	육십	Sixty	A
89540	육체	The flesh, the body	C
89551	육체적	Corporeal, of the flesh	C
89718	으레	customarily,habitually	C
89800	으응	Ugh!	B
89804	은	Silver	C
89901	은은하다	To be distant,faint,indistinct	C
89951	은행	A bank	A
89965	은행나무	A ginko tree	C
90002	음	Sound you make to express doubt,worry	B
90048	음력	The lunar calendar	C
90050	음료	A beverage, a drink	B
90053	음료수	Drinking water	B
90085	음반	A phonograph record	C
90099	음성	A voice	C
90143	음식	Food	A
90149	음식물	Anything to eat or drink	C
90161	음식점	Restaurant	C
90162	음악	Music	A
90167	음악가	A musician	B
90255	음주	Drinking (alcohol)	C
90357	응	Yes, i see!	B
90406	응답하다	An answer, a reply	C
90854	의견	An opinion,a suggestion	B
90905	의논	consultation,conference	C
90908	의논하다	To consult,confer with,  talk over a matter	C
