id	surface	gloss	level
55913	불리다	To be called	B
55914	불리다	soak,steep	C
55915	불리하다	to be disadvantageous,unfavorable to/for	C
55918	불만	Dissatisfaction	B
55980	불법	Buddhism	C
55981	불법	Illegal	C
56031	불빛	Fire light	B
56092	불쌍하다	To be deplorable	B
56100	불안	uneasiness,anxiety	B
56116	불안하다	To be uneasy, anxious	B
56132	불어오다	Call to come	C
56165	불완전하다	To be imerfect	C
56203	불이익	disadvantage,drawback	C
56304	불편	Inconvenience	C
56306	불편하다	To be unpleasant	B
56307	불평	Dissatisfaction	C
56314	불평등하다	Inequality	C
56334	불필요하다	To be unnecessary	C
56351	불행	Unhappiness	C
56359	불행하다	Do not permit	B
56381	불확실하다	Be uncertain	C
56412	붉다	Be red, scalet	B
56421	붐비다	Be congested,crowded ; to be full of	C
56430	붓다	to be swollen	C
56431	붓다	to pour (water, liquid)	B
56465	붙다	Stick, adhere to	B
56468	붙들다	catch,seize,grasp	C
56482	붙이다	affix,put on	B
56488	붙잡다	seize,catch	C
56492	붙잡히다	Be caught	C
56532	브랜드	Brand	C
56601	블라우스	Blouse	B
56637	비	Rain	A
56638	비	A monument	C
56753	비교	A comparison	B
56759	비교적	Comparatively	B
56762	비교하다	To compare	B
56790	비극	A tragedy	C
56800	비기다	End in a tie, to be even-even.  Same as 무승부를 기록하다	C
56829	비난	Criticism, reproach	C
56873	비누	Soap	A
56901	비닐	a thin sheet of plastic, vinyl	B
56905	비닐봉지	Plastic bag	B
56906	비다	To be empty, vacant	C
56952	비둘기	Pigeon	C
56974	비디오	Video	A
57019	비로소	For the first time	C
57023	비롯되다	To be begun, to have started	C
57024	비롯하다	begin,start	C
57043	비만	Fatness, corpulence	C
57057	비명	A scream	C
57088	비밀	A secret	B
57135	비바람	Rain and wind	C
57189	비비다	to rub,chafe (2) to mix together (esp. food)	C
57193	비빔밥	Vegetarian dish of rice and vegetables	A
57215	비상	Emergency	C
57275	비서	Secretary	B
57330	비슷하다	To resemble	A
57358	비싸다	To be expensive	A
57435	비용	Expense	B
57451	비우다	empty,vacate	C
57458	비웃다	Laugh at, ridicule	C
57502	비율	ratio,percentage, proportion	C
57641	비중	Specific gravity, of comparative weight	C
57677	비추다	(1) Shed, throw light on (2) to reflect in the mirror	C
57695	비치다	To shine, to reflect light	C
57702	비키다	Move aside	B
57704	비타민	Vitamin	B
57782	비판	criticism,a comment	C
57789	비판적	Critical	C
57793	비판하다	To criticize	B
57819	비하다	Compare to	C
57838	비행	An irregularity	C
57839	비행	Flying, aviation	C
57862	비행기	An airplane	A
57907	비행장	An airfield	C
58119	빌다	pray,wish,ask	B
58120	빌딩	Building	B
58129	빌리다	To lend	B
58155	빗	A comb	B
58188	빗물	Rainwater	B
58199	빗방울	Raindrops	C
58211	빗줄기	Great streaks of rain	C
58318	빚	Debt	C
58323	빛	Light	B
58326	빛깔	A color,shade,hue	C
58335	빛나다	to shine,glitter; to give off light somehow	C
58354	빠뜨리다	Throw into (a river); entice, entrap	C
58365	빠르다	Be fast, quick	A
58368	빠져나가다	Get/go out of here, to find a way out	C
58369	빠져나오다	Come out of somewhere	C
58374	빠지다	To indulge in, be addicted to	B
58375	빠지다	To fall into	B
58421	빨간색	deep-red,crimson	A
58427	빨갛다	deep-red,crimson	B
58434	빨다	sip,suck	C
58435	빨다	Wash the laundry	B
58440	빨래	washing,laundry	B
58451	빨리	Quickly	A
58481	빵	Bread	A
58521	빼놓다	to exclude,leave out	C
58523	빼다	Pull out, extract	B
58528	빼앗기다	A thing be taken away	C
58529	빼앗다	Snach, take away from	C
58553	뺏다	to take sth away from sb	C
58557	뺨	the cheek	B
58584	뻔하다	almost,nearly	C
58585	뻔하다	Be clear,evident	C
58588	뻗다	Stretch out, extend beyond (2) to stretch for, reach for	B
58606	뼈	A bone	B
58654	뽑다	Pull out, draw	B
58662	뽑히다	Be taken out, pulled out	C
58684	뿌리	A root	B
58699	뿌리다	sprinkle,scatter	B
58713	뿌리치다	Shake off, refuse	C
58722	뿐	only,alone,merely	B
58794	사	four,the fourth	A
58816	사건	An event,incident	C
58836	사계절	the four seasons	B
58837	사고	thought,contemplation	C
58838	사고	An accident	B
58855	사과	An apology	C
58856	사과	An apple	A
58867	사과하다	To apologize	B
58903	사귀다	Make friends with	C
58921	사기	morale,fighting spirit	C
58943	사나이	A man, a male	C
58955	사냥	Hunting, a hunt	C
58979	사다	To buy, purchase	A
59029	사들이다	buy,purchase	C
59042	사라지다	To disappear	B
59044	사람	Person	A
59053	사랑	Love	A
59058	사랑스럽다	Lovely	B
59062	사랑하다	To love	A
59080	사례	case, instance	C
59118	사립	Private	C
59134	사망	Death	C
59142	사망하다	To decease,pass away	C
59166	사모님	Older more respected ajuma	C
59173	사무	Office work	B
59187	사무소	Office	C
59189	사무실	Office	A
59198	사무직	Working in the office not in the factory, white collar	C
59213	사물	objects,things	B
59230	사방	The four directions	C
59303	사상	In history	C
59347	사생활	Private life	C
59364	사설	An editorial	C
59374	사소하다	Be trifling,insignificant	C
59391	사슴	Deer	C
59412	사실	Actually, really	B
59413	사실	The truth, a fact	B
59416	사실상	Actually, in truth	C
59431	사십	40	A
59460	사업	Business	B
59461	사업가	Businessman	C
59473	사업자	Businessman	C
59509	사용	use, employment	B
59513	사용되다	Be used, be employed	B
59523	사용자	A user,consumer,employer	B
59528	사용하다	To use, to use for a specific purpose	A
59534	사원	Company employee	B
59537	사월	April	A
59539	사위	environment,surroundings	B
59567	사이	space between 2 points; the relationship between 2 people	A
59578	사이사이	Every now and then	C
59586	사이좋다	Be on good terms with	B
59611	사자	A lion	B
59622	사장	Company boss	A
59637	사전	Dictionary	A
59638	사전	preliminary, beforehand,in advance	C
59653	사정	Circumstances	C
59722	사진	Picture	A
59738	사진기	Camera	B
59782	사촌	a cousin	B
59787	사춘기	adolescence,puberty	C
59816	사탕	Sugar	A
59835	사투리	A dialect	C
59854	사표	A written resignation	C
59905	사회	culture,society	B
59941	사회생활	Social life	C
59950	사회자	President	C
59951	사회적	Socially	B
59955	사회주의	Socialism	C
59966	사회학	Social science	C
59987	사흘	Three days	C
60039	산	A mountain	A
60086	산길	A mountain path,road	C
60185	산부인과	Obstetrics and gynecology	C
60223	산소	Oxygen	B
60239	산속	The heart of a mountain	B
60266	산업	Industry	C
60361	산책	A walk,stroll	A
60469	살	flesh,muscle	B
60470	살	Years old	A
60524	살다	To live	A
60549	살리다	1) revive, bring around, restore to life  2) save,spare,rescue	B
60556	살림	living,livelihood	C
60599	살아가다	Lead a life, get along	C
60601	살아나다	revive,be brought back to life	C
60603	살아남다	Survive	C
60608	살아오다	To come out alive	C
60619	살인	Murder	C
60644	살짝	(1) softly,lightly,just a little (2) furtively, stealthily	B
60671	살펴보다	Watch closely	B
60679	살피다	to watch closely	C
60685	삶	Life	C
60687	삶다	boil,cook (eggs)	B
60698	삼	Three	A
60702	삼가다	Be discreet,take care of ; to abstain (refrain) o.s. from doing	C
60733	삼계탕	Chicken soup	C
60737	삼국	Three countries	C
60751	삼다	Make a person into your person (2) to make straw sandals/sth out of string	C
60845	삼십	30	A
60867	삼월	March	A
60911	삼촌	An uncle (usually on the father's side)(외삼촌 a brother of the wife, an uncle on the  mother's side)	B
60920	삼키다	Swallow	C
60993	상	Upper	C
61000	상	A table,small desk	C
61001	상	A statue,a figure	C
61002	상	A prize	B
61063	상관	Concern, relation	C
61073	상관없다	To not be of concern	C
61074	상관없이	Without anything to do with	C
61092	상금	Prize money	C
61125	상담	Consultation	C
61137	상당	proper,fitting,suitable (within the confines of)	C
61140	상당수	plenty/a lot of	C
61144	상당하다	to be proper,suitable (2) fairly large	C
61145	상당히	fairly,considerably	C
61146	상대	counterpart,companion,rival	B
61160	상대방	Conversation partner	B
61166	상대성	Relativity	C
61170	상대적	relatively,correlatively	C
61180	상대편	The other party	C
61207	상류	The upper classes,upstream	C
61254	상반기	The first,upper half	C
61304	상상	Imagination	B
61307	상상력	Imaginative powers	C
61319	상상하다	Imagine	B
61422	상식	Common sense	C
61455	상업	commerce,trade	C
61542	상인	merchant,trader	C
61551	상자	A box,case	B
61577	상점	A shop,store	C
61612	상징적	symbolic,emblematic	C
61624	상징하다	Symbolize	C
61632	상처	Wound	B
61644	상추	Lettuce	B
61666	상쾌하다	Be refreshing,exhilirating	C
61670	상태	condition,state	C
61694	상표	trademark,brand	C
61706	상품	Product	B
61745	상하다	damage,injure ; food rots ; to be in pain	B
61833	상황	State of things	C
61853	새	An interval	C
61854	새	A bird	A
61855	새	New	A
61907	새기다	To sculpt,engrave	C
61919	새끼	Baby animal, mother fucker	B
61954	새다	leak,escape from	C
61965	새로	newly,anew	B
61989	새로이	newly,afresh	C
61998	새롭다	To be new,novel	C
62011	새벽	dawn,daybreak	B
62035	새소리	Bird voice,”chirp”	B
62046	새우	lobster,shrimp	B
62048	새우다	Sit up all night	C
62105	새해	A new year	B
62107	색	Color	A
62116	색깔	Color	A
62120	색다르다	Be different,novel	C
62162	색연필	Colored pencil	C
62227	샌드위치	Sandwich	A
62264	생	1) raw,uncooked 2)living	C
62273	생각	Thought	A
62274	생각나다	To remember	B
62277	생각되다	To come to think sth	B
62278	생각하다	To think	A
62292	생겨나다	To begin, germinate	B
62315	생기	animation,life	C
62317	생기다	arise,occur,happen	A
62382	생명	Life	C
62421	생물	A living thing/organism	C
62459	생방송	A live broadcast	C
62474	생산	1) production 2)birth	C
62487	생산되다	To be produced	C
62489	생산력	Productive capacity	C
62506	생산자	A producer	C
62517	생산하다	To produce,make	C
62527	생선	Raw fish	A
62562	생신	A birthday	B
62584	생일	A birthday	A
62670	생활	lifestyle,livelihood	A
62691	생활비	Cost of living	C
62697	생활수준	The standard of living	C
62704	생활용품	Necessities for daily life	C
62712	생활하다	To live, make a living	B
62715	생활환경	Life environment	B
62732	샤워	Shower	A
62795	서구	Western Europe	C
62825	서너	About three, three or four	B
62828	서늘하다	Be cool,refreshing	C
62831	서다	To stand	A
62846	서두르다	To hurry up	B
62850	서랍	A drawer	B
62859	서로	mutually,one another	A
62934	서류	documents,papers	B
62948	서른	Thirty	A
62970	서명	signing,autographing	C
62982	서명하다	To sign	C
62991	서민	Common people	C
63020	서부	The western part	C
63053	서비스	Service	B
63076	서서히	Slowly, little by little	C
63123	서양	The Western countries	B
63152	서양인	A Westerner	C
63191	서울	Seoul	D
63193	서울역	Seoul train station	D
63220	서적	books,publications	C
63238	서점	A bookstore	A
63265	서쪽	The west	A
63287	서클	Circle	C
63294	서투르다	unskilled,clumsy	B
63328	서툴다	poor,awkward	C
63356	석	A seat,sitting place	C
63357	석	Three (in 3 months)	C
63421	석사	Master	C
63442	석유	Petroleum	B
63561	섞다	blend,mix	B
63575	섞이다	To be mixed,blended	B
63580	선	A line, a route	C
63609	선거	An election	C
63790	선명하다	To be clear,distinct	C
63807	선물	A present,gift	A
63815	선물하다	Give a gift	A
63846	선배	one's senior	B
63882	선생	Teacher	A
63883	선생님	Teacher	A
63898	선수	An athlete	B
63943	선언하다	declare,proclaim,announce	C
63965	선원	A crew, a ship's company	C
64017	선장	A captain	C
64029	선전	Propaganda	C
64064	선정하다	to select, to choose	C
64088	선진	seniority,advance	C
64090	선진국	A developed country, an advanced nation, the first world	C
64152	선택	A choice	B
64176	선택하다	To choose	B
64188	선풍기	A fan	B
64222	선호하다	To prefer	C
64254	설거지	Dishwashing	B
64284	설날	New Year's Day	B
64294	설득하다	Persuasion	C
64296	설렁탕	beef and rice soup	B
64312	설립하다	found,establish	C
64317	설명	An explanation	A
64318	설명되다	To be explained	C
64324	설명하다	To explain	A
64326	설문	questions like those on a questionnaire	C
64346	설사	Diarrhea	C
64362	설악산	Famous mountain	D
64388	설치	an installation (to prepare equipment or facilities)	C
64391	설치되다	To be installed	C
64395	설치하다	To install,establish,create	C
64396	설탕	Sugar	A
64426	섬	An island	B
64533	섭섭하다	Be sorry,disappointed	C
64535	섭씨	Celsius	B
64555	성	a castle, fortress	C
64560	성	a sex (male or female), a sexual gender	C
64561	성	A family name,surname	B
64588	성격	Personality ; character, nature	B
64596	성경	The Bible	C
64604	성공	success,achievement	B
64613	성공적	Successfully	C
64615	성공하다	To succeed	B
64679	성당	A catholic church, a catholic cathedral	C
64707	성립되다	To be concluded, formed	C
64709	성립하다	To exist, to come into being	C
64721	성명	A declaration,statement	C
64763	성별	Sex distinction	B
64829	성숙하다	to ripen, to mature	C
64842	성실하다	Be ripe	C
64903	성인	An adult	B
64932	성장	Growth	C
64942	성장하다	To grow,be brought up	C
64943	성적	Sexual	C
64944	성적	A result,grade	B
65020	성질	nature,disposition	C
65087	성함	Your (his) esteemed name	B
65123	세	A generation,age,epoch	C
65124	세	Three	A
65125	세	Age in years	A
65165	세계	World	B
65184	세계관	A worldview	C
65203	세계적	International	B
65248	세금	Tax	B
65261	세기	Century	B
65288	세다	to count	C
65289	세다	To be strong, mighty	B
65295	세대	Generation	C
65339	세련되다	To be polished,refined	C
65347	세로	Length	B
65405	세미나	Seminar	C
65448	세상	The world,society	B
65456	세상에	In the world	C
65488	세수	Hand-washing	A
65518	세우다	Stand up, erect	B
65521	세워지다	To become erected	B
65523	세월	The times, things	C
65557	세제	detergent,cleaning material	C
65566	세종대왕	King sejong, who invented Hangul	C
65603	세탁	Laundry	B
65607	세탁기	Washing machine	A
65619	세탁소	Laundromat	B
65640	세트	Set	C
65677	섹시하다	To be sexy	C
65687	센터	Center	B
65700	센티미터	Centimeter	A
65740	셈	An intention,design,purpose	C
65752	셋	Three	A
65766	셋째	The third	A
65786	소	A cow	B
65810	소개	Introduction	B
65811	소개되다	To be introduced, presented	B
65816	소개하다	To introduce, present	A
65885	소규모	Small scale	C
65895	소극적	Passivity,passiveness	C
65910	소금	Salt	A
65924	소나기	A sudden rain shower	B
65930	소나무	A pine tree	B
65945	소녀	A young girl	B
65956	소년	A boy	B
66027	소득	An income,earnings	C
66086	소리	A sound,noise	B
66117	소리치다	To shout, yell	B
66131	소망	desire,wish,hope	C
66134	소매	1)a sleeve 2) a retail sale	C
66192	소문	A rumor	B
66194	소문나다	A rumor starts	B
66216	소박하다	simple, naive, ingenuous	C
66263	소비	Consumption	C
66279	소비자	A consumer	B
66299	소비하다	Consumption	C
66343	소설	A novel, fiction story	B
66344	소설가	Novelist	B
66364	소속	Belong to, attached to	C
66384	소수	A small number, a few	C
66415	소스	Sauce	B
66430	소시지	Sausage	B
66437	소식	News, information	B
66466	소아과	Pediatrics	C
66518	소요되다	Be needed	C
66521	소용	use, usefulness	C
66527	소용없다	To be useless	B
66532	소원	one's desire	C
66540	소위	What is called for	C
66543	소유	Possession	C
66553	소유자	Possessor	C
66567	소유하다	To possess,hold	C
66570	소음	A noise,cacaphony	C
66647	소재	a raw material (mfg), the subject matter (writing)	C
66669	소주	Korean sake	B
66675	소중하다	To be important,valuable	C
66677	소중히	seriously,with care	C
66688	소지품	one's things, one`s belongings	C
66695	소질	temperament,character, special skill	C
